SQSTM1 VCP {}
TF RPL14 {}
TF APOE {}
SOD2 SNCA {}
OPTN HSPA9 {}
HSPA9 SNCA {}
HSPA9 BAX {}
HSPA9 PSEN2 {}
HSPA9 ENO1 {}
HSPA9 EWSR1 {}
SNCA EWSR1 {}
CDK5 RPL14 {}
CDK5 GSK3B {}
CDK5 PPARGC1A {}
CDK5 UNC13A {}
CDK5 GSR {}
MTHFR MAPT {}
MTHFR IGF2 {}
MTHFR GPX1 {}
HGF MAP2 {}
IGF2 FBP1 {}
IGF2 MAOB {}
IGF2 ENO1 {}
IGF2 NQO1 {}
APOE EPHA4 {}
BIN1 IL1B {}
UNC13A RPL14 {}
UNC13A CHMP2B {}
UNC13A ATP5A1 {}
UNC13A EPHA4 {}
UNC13A GSR {}
ATP5A1 GSR {}
GSR RPL14 {}
GSR GSK3B {}
GSR CHMP2B {}
GSR EPHA4 {}
NOTCH3 GFAP {}
CD2AP EPHA4 {}
CD2AP DNMT1 {}
CD2AP MAP3K5 {}
CD2AP A2M {}
RPL14 GSK3B {}
RPL14 EPHA4 {}
BAX ESR1 {}
PSEN2 ENO1 {}
APOC1 PPARGC1A {}
MAP3K5 GPX1 {}
ESR1 CHMP2B {}
VAPB PTGS2 {}
PTGS2 CHMP2B {}
CHMP2B GSTM1 {}
