TOMM40 GPX1 {}
ADAM10 HMOX1 {}
ADAM10 DRD1 {}
ADAM10 PON1 {}
ATP5A1 PPARGC1A {}
PPARGC1A CRH {}
PPARGC1A WWOX {}
APOE HFE {}
A2M IL6 {}
A2M BCL2 {}
A2M ENO1 {}
A2M TP53 {}
IL6 RPL23A {}
BCL2 CRH {}
ENO1 HSPA9 {}
TP53 AMFR {}
TP53 MAPT {}
TP53 C9orf72 {}
TREM2 PSEN1 {}
IGF1R PINK1 {}
IGF1R TBK1 {}
INPP5D F2 {}
INPP5D IGF1 {}
NQO1 SETX {}
NQO1 DRD1 {}
CRH SIGMAR1 {}
CRH NOTCH3 {}
CRH PTGS2 {}
NOTCH3 PTGS2 {}
NOTCH3 WWOX {}
PTGS2 WWOX {}
VPS35 GDNF {}
VPS35 HNRNPA1 {}
GDNF DRD1 {}
GDNF BDNF {}
GDNF ERBB4 {}
GDNF HNRNPA1 {}
GDNF GSTA4 {}
HNRNPA1 ERBB4 {}
HNRNPA1 GSTA4 {}
GFAP INS {}
GFAP DRD1 {}
GFAP GSR {}
GFAP TALDO1 {}
VCP DRD1 {}
VCP BDNF {}
VCP DCTN1 {}
VCP SORL1 {}
VCP APP {}
VCP RPL23A {}
DRD1 SORL1 {}
DRD1 DCTN1 {}
DRD1 HLA-DRA {}
DRD1 PINK1 {}
DRD1 GSK3B {}
DRD1 SOD2 {}
BDNF SORL1 {}
BDNF DCTN1 {}
BDNF HLA-DRA {}
DCTN1 GSTA4 {}
DCTN1 HLA-DRA {}
SETX CDK5 {}
CDK5 GAPDHS {}
APOC1 BAG5 {}
LEP PINK1 {}
LEP UNC13A {}
LEP DPP6 {}
PINK1 INS {}
PINK1 CAMK1G {}
UNC13A TPI1 {}
EIF2S1 BAG5 {}
BAG5 TPI1 {}
BAG5 TNF {}
BAG5 SNCA {}
BAG5 ESR1 {}
BAG5 EPHA1 {}
TPI1 EPHA1 {}
CLU INS {}
CLU TFAM {}
CLU ENO2 {}
CLU FUS {}
CLU TALDO1 {}
TNFRSF21 HLA-DRB5 {}
TNFRSF21 PSEN1 {}
TNFRSF21 PARK7 {}
F2 IGF1 {}
PSEN1 ATXN2 {}
PSEN1 HLA-DRA {}
PSEN1 ESR1 {}
PSEN1 PICALM {}
CAMK1G UBQLN2 {}
TBK1 SOD2 {}
FUS INS {}
FUS RPL14 {}
FUS VAPB {}
FUS UBQLN2 {}
FUS TALDO1 {}
VAPB TALDO1 {}
TALDO1 INS {}
TALDO1 TFAM {}
TALDO1 RPL14 {}
TALDO1 UBQLN2 {}
GSTA4 ERBB4 {}
FBP1 UBQLN2 {}
FBP1 RPL6 {}
FBP1 CASP3 {}
FBP1 DHCR24 {}
INS TFAM {}
INS UBQLN2 {}
TNF NOS1 {}
SNCA ESR1 {}
MAOB ENO2 {}
CASP3 PARK7 {}
NOS1 RPL14 {}
C9orf72 HSPA9 {}
HSPA9 RPL14 {}
RPL14 HSPA1A {}
