HSPA9 VAPB {}
IGF2R ENO1 {}
IGF2 BACE1 {}
IGF2 VCP {}
PSEN1 PON1 {}
TPI1 ESR1 {}
MAP3K5 HMOX1 {}
VPS35 WWOX {}
PON1 APOE {}
HGF SOD1 {}
SOD1 APOE {}
APOE GDNF {}
