A2M DNMT1 {}
CRH HFE {}
CRH INSR {}
CRH FUS {}
HNRNPA1 SNCA {}
HNRNPA1 INS {}
PPARG EIF2S1 {}
GFAP HSPA9 {}
GSR NCSTN {}
INSR HGF {}
EIF2S1 HLA-DRB5 {}
OPTN PGRMC1 {}
PGRMC1 HLA-DRB5 {}
HLA-DRB5 RPL6 {}
