NGF PARK2 {}
RPL6 GAK {}
ATXN2 BIN1 {}
ATXN2 CASP3 {}
ATXN2 HNRNPA1 {}
ESR1 APP {}
TREM2 HSPA1A {}
TREM2 SETX {}
GAPDHS MTHFR {}
GAPDHS INPP5D {}
PON1 SIGMAR1 {}
PON1 ENO1 {}
MATR3 VAPB {}
MATR3 RPL23A {}
MATR3 VPS35 {}
RPL23A VPS35 {}
RPL23A ATP5A1 {}
VPS35 ATP5A1 {}
SOD2 PPARG {}
SOD2 HNRNPA2B1 {}
PPARG ENO1 {}
PPARG PINK1 {}
PPARG LEP {}
PPARG HNRNPA2B1 {}
PPARG PGRMC1 {}
HNRNPA2B1 LEP {}
HNRNPA2B1 PGRMC1 {}
PTGS2 DRD1 {}
PTGS2 ENO1 {}
PTGS2 CCNF {}
PTGS2 GDNF {}
BCL2 ENO1 {}
BCL2 PINK1 {}
BCL2 CRH {}
BCL2 NCSTN {}
BCL2 LRRK2 {}
BCL2 TNF {}
ENO1 NCSTN {}
ENO1 CRH {}
ENO1 TARDBP {}
ENO1 HSPA1A {}
ENO1 CHMP2B {}
ENO1 TALDO1 {}
PINK1 NCSTN {}
PINK1 CRH {}
PINK1 TARDBP {}
CRH PGRMC1 {}
CRH TARDBP {}
SIGMAR1 EIF2S1 {}
EIF2S1 CLU {}
GSTM1 NQO1 {}
INSR HSPA1A {}
INSR HLA-DRA {}
INSR PICALM {}
HSPA1A DRD1 {}
HSPA1A CD2AP {}
HLA-DRA EWSR1 {}
HTRA1 NQO1 {}
NQO1 EWSR1 {}
NQO1 MAOB {}
NQO1 DPYSL2 {}
NQO1 BAG5 {}
NQO1 AMFR {}
EWSR1 AMFR {}
HLA-DRB5 DRD1 {}
HLA-DRB5 IGF1 {}
HLA-DRB5 TOMM40 {}
HLA-DRB5 TFAM {}
HLA-DRB5 GDNF {}
MAP2 VCP {}
MAP2 APP {}
MAP2 NOTCH3 {}
MTHFR INPP5D {}
APP DCTN1 {}
APP TARDBP {}
APP BAG5 {}
APP UBQLN2 {}
CD2AP TNFRSF21 {}
SETX TALDO1 {}
TFAM DRD1 {}
TFAM TPI1 {}
TFAM SORL1 {}
TFAM TNFRSF21 {}
TFAM GDNF {}
SORL1 GDNF {}
GDNF DRD1 {}
GDNF IGF1 {}
GDNF TPI1 {}
GDNF TNFRSF21 {}
PGRMC1 LEP {}
GFAP TNFRSF21 {}
GFAP SNCA {}
GFAP DHCR24 {}
GFAP IGF2 {}
DRD1 IGF1 {}
DRD1 TNFRSF21 {}
MAOB EPHA4 {}
DPYSL2 BAG5 {}
TYROBP TOMM40 {}
DHCR24 NOTCH3 {}
EPHA4 TPI1 {}
HNRNPA1 GAK {}
GAK TPI1 {}
TPI1 RPL14 {}
