Target,Dataset,Model,ACC,PRE,REC,F1,AUC,CM,TN,FP,FN,TP,Specificity,Sensitivity
PET&DX,"AD STRING
No APOE",Random Forest,0.53125,0.565217391304348,0.722222222222222,0.634146341463415,0.549603174603175,"[[ 4 10], [ 5 13]]",3,11,5,13,0.7222222222,0.2142857143
PET&DX,"AD STRING
No APOE",SVM Linear,0.5625,0.5625,1,0.72,0.551587301587302,"[[ 0 14], [ 0 18]]",1,13,2,16,0.8888888889,0.07142857143
PET&DX,"AD STRING
No APOE",SVM RBF,0.5625,0.5625,1,0.72,0.543650793650794,"[[ 0 14], [ 0 18]]",0,14,0,18,1,0
PET&DX,"AD STRING
No APOE",Logistic Regression,0.5,0.541666666666667,0.722222222222222,0.619047619047619,0.488095238095238,"[[ 3 11], [ 5 13]]",3,11,5,13,0.7222222222,0.2142857143
PET&DX,AD STRING,GNN GraphGym,0.5625,0.5625,1,0.72,0.6825,"[[ 0  14], [ 0 18]]",0,14,0,18,1,0
PET&DX,AD STRING,GNN GraphGym,0.5938,0.619,0.7222,0.6667,0.7302,"[[ 6  8], [ 5 13]]",6,8,5,13,0.7222222222,0.4285714286
PET&DX,AD STRING,GNN GraphGym,0.5938,0.6087,0.7778,0.6829,0.7143,"[[ 5  9], [ 4 14]]",5,9,4,14,0.7777777778,0.3571428571
PET&DX,"AD STRING
No APOE",GNN GraphGym,0.6562,0.64,0.8889,0.7442,0.5992,"[[5, 9], [2, 16]]",5,9,2,16,0.8888888889,0.3571428571
PET&DX,"AD STRING
No APOE",GNN GraphGym,0.5625,0.5625,1,0.72,0.4048,"[[0, 14], [0, 18]]",0,14,0,18,1,0
PET&DX,"AD STRING
No APOE",GNN GraphGym,0.4375,0,0,0,0.5635,"[[14, 0], [18, 0]]",14,0,18,0,0,1
PET&DX,Only APOE,Logistic Regression,0.75,0.7272,0.8888,0.7999,0.6825,"[[8 6], [2 16]]",8,6,2,16,0.8888888889,0.5714285714
